carNo,disName,catProdId,storeId,plusInsurance,prodId,birthday,buyDate,buyDistance,nowDistance,status,updateDate,updator,prodCatId,pic1,pic2,pic3,pic4,officeImg,describeImg,prodPriceRowId,monthStartDistance,clientOrderId,contractMonthOfDate,engineId,color,insuranceDueDate,lat,lng,locatUpdateDate,enabledDistance,ccType,carNoDisName,contractMileage,deductibleMileage,keyBoxDoorId,ecoAuto,enabledEco,maintainDistance,maintainDays,lastMaintainDistance,lastMaintainDate,carOwner,statusChangeMsg,statusChangeDate,iotType,isPutKeyBox
EMD-8130,GOGO,,14,,16204563479960741,2018-05-01,2019-09-06,9663,9664,1,20210625171229,admin,3,prod/16204563479960741-1-6dda51d681d3c471ca1.jpg,prod/16204563479960741-2-e4512f5f338a192cba9.jpg,prod/16204563479960741-3-2ace7e0ddc324f941d9.JPG,prod/16204563479960741-4-2ace7e0ddc324f941d9.JPG,office_prod/16204563479960741-officeImg-8ee163965c752b4df31.png,,,9664,,30,RHMGSBT10J0046124,黑,,,,,T,M,EMD-8130,400,400,,,F,0,0,0,,,,,,F
EMD-8078,,,14,,16204564774840476,2018-02-01,2019-09-06,10990,0,1,20210625155611,admin,3,prod/16204564774840476-1-8e57a0100e98027638e.jpg,prod/16204564774840476-2-b98c5c292b3691f9b71.jpg,,,office_prod/16204564774840476-officeImg-3bda4a9f23912382c98.png,,,0,,30,RHMGSBT10J0034502,橘,20230602,,,,T,M,EMD-8078,400,400,,31210018150,T,0,0,0,,,,,,F
EMD-7169,,,14,,16204565563990656,2018-04-01,2019-09-06,6848,6848,1,20210625123511,admin,3,prod/16204565563990656-1-456e9fe94f34749c269.jpg,prod/16204565563990656-2-2beaa88a56025c63fca.jpg,,,office_prod/16204565563990656-officeImg-8188688530384c8fd8e.png,,,6848,,30,RHMGSBT10J0044537,紅,,,,,T,M,EMD-7169,400,400,,,F,0,0,0,,,,,,F
EMD-8127,GOGO,,14,,16204566726030960,2018-05-01,2019-09-06,11184,11184,1,20210625170637,admin,3,prod/16204566726030960-1-d32b05149716f84f310.jpg,prod/16204566726030960-2-de84408f67346f4417b.jpg,prod/1-3-b97e8687cab27284658.png,prod/1-4-b9c504fa56a049919b5.png,office_prod/16204566726030960-officeImg-8ee163965c752b4df31.png,,,11184,,30,RHMGSBT10J0046119,黑,,,,,T,M,EMD-8127,400,400,,,F,0,0,0,,,,,,F
EMD-8079,GOGO,,14,,16204567884190248,2018-03-01,2020-08-06,10787,10788,1,20210625155653,admin,3,prod/16204567884190248-1-81b8f3e8320563ada6a.jpg,prod/16204567884190248-2-3a11e464421e391bc94.jpg,prod/1-3-b97e8687cab27284658.png,prod/1-4-b9c504fa56a049919b5.png,office_prod/16204567884190248-officeImg-0dff604e146e9e5ad49.png,,,10788,,30,RHMGSBT10J0038745,藍,,,,,T,M,EMD-8079,400,400,,,F,0,0,0,,,,,,F
EMD-6807,GOGO,,14,,16204568516380807,2018-02-01,2019-09-06,7034,7036,1,20210625131431,admin,3,prod/16204568516380807-1-213433a7380226dbe84.jpg,prod/16204568516380807-2-bb510951e1d725f4dcf.jpg,prod/1-3-b97e8687cab27284658.png,prod/1-4-b9c504fa56a049919b5.png,office_prod/16204568516380807-officeImg-3bda4a9f23912382c98.png,,,7036,,30,RHMGSBT10J0034433,橘,,120.21301666666666,22.99974,20210806100000,T,M,EMD-6807,400,400,,,F,0,0,0,,,,,,F
ENV-2196,GOGO,,14,,16204569361850954,2019-10-01,2021-03-31,268,268,1,20210625180314,admin,3,prod/16204569361850954-1-7854c5e2544fe54ddb4.jpg,prod/16204569361850954-2-3d2a4772e7f105bea6b.jpg,prod/16204569361850954-3-0e98ec681548b4a8077.jpg,prod/1-4-b9c504fa56a049919b5.png,office_prod/16204569361850954-officeImg-3d2b5a23dd4ceda5c57.png,,,268,,30,RHMGSBT10K0189500,黃,20241127,,,,T,M,ENV-2196,400,400,,3387583466,F,0,0,0,,,,,PURISM,F
EWD-8071,GOGO,,14,,16204571901780293,2019-10-01,2020-12-29,5451,5451,1,20210627141030,admin,6,prod/16204571901780293-1-ff0189d09a3d6716654.jpg,prod/16204571901780293-2-20cca70b7edd26f6f8d.jpg,prod/16204571901780293-3-ab503d0caaf62aa7536.jpg,prod/1-4-b9c504fa56a049919b5.png,office_prod/16204571901780293-officeImg-11a581fb2e8373e9bf8.png,,,5451,,30,RHMGSBT10K0004079,白,,,,,T,M,EWD-8071,400,400,,,F,0,0,0,,,,,,F
EMT-9328,,,15,,16207827145400415,2019-03-01,2021-05-12,1,3,1,20210701112054,admin,9,prod/16207827145400415-1-b27b882d045e51d76e2.jpg,prod/16207827145400415-2-adf17f006dc4b6f5574.jpg,prod/16207827145400415-3-3951e5c5165abd2885c.png,,office_prod/16207827145400415-officeImg-878b2811d376ce4242a.png,,,3,,1,551,銀色,,,,,T,M,EMT-9328,400,400,,,F,0,0,0,,,,,,F
ENC-0693,,,3,,16208968888570924,2021-05-13,2021-05-13,0,871,1,20210702134850,admin,7,prod/16208968888570924-1-85c3df83f608c49fccf.jpg,,prod/16208968888570924-3-896c6ed30355ae21f57.jpg,,office_prod/16208968888570924-officeImg-8ee163965c752b4df31.png,,,871,,1,ENC-0693,黑,,,,,T,M,ENC-0693,400,400,,,F,0,0,0,,,,,,F
EWH-6367,,,3,,16208969135660767,2021-05-13,2021-05-13,0,12759,1,20210702112205,admin,6,prod/16208969135660767-1-a2953e9b535f233ca6d.jpg,prod/16208969135660767-2-6f31b0b227ae65f6ca7.jpg,prod/16208969135660767-3-61384ed98aec61282d7.jpg,,office_prod/16208969135660767-officeImg-28d509cba755ddb5fe2.png,,,12759,,1,EWH-6367,紅,,,,,T,M,EWH-6367,400,400,,,F,0,0,0,,,,,,F
ENW-8161,,,47,,16255648790170997,2019-06-01,2019-06-01,0,1300,3,20240330135331,admin,16,prod/16255648790170997-1-0a459590f5845d3f257.jpg,prod/16255648790170997-2-0a459590f5845d3f257.jpg,prod/16255648790170997-3-9442f0152061903ed70.jpg,,office_prod/16255648790170997-officeImg-0dff604e146e9e5ad49.png,,,1300,,1,RHMGSBT10K0148057,藍色,20240330,,,,T,M,ENW-8161,400,400,,,F,0,0,0,,,,,,F
EMD-7178,,,26,,16264004507280839,2018-04-01,2019-09-05,0,0,1,20210716095425,admin,3,,,,,office_prod/16264004507280839-officeImg-1eae7ae6ce239862c44.png,,,0,,1,RHMGSBT10J0043929,白色,,,,,T,M,EMD-7178,400,400,,,F,0,0,0,,,,,,F
EMD-6837,,,24,,16264044770780019,2018-04-01,2018-04-25,0,6065,1,20210719130832,LS_Tainan,3,,,,,office_prod/16264044770780019-officeImg-3d2b5a23dd4ceda5c57.png,,,6065,,1,RHMGSBT10J0042740,黃色,,,,,T,M,EMD-6837,400,400,,,F,0,0,0,,,,,,F
EMD-8089,,,23,,16264062230330216,2021-07-16,2021-07-16,0,0,1,20210716113023,admin,3,,,,,,,,0,,1,RHMGSBT10J0039982,黃色,,,,,T,M,EMD-8089,400,400,,,F,0,0,0,,,,,,F
EMD-6825,,,24,,16266710297240005,2018-03-01,2021-04-25,1,7214,1,20210719130612,admin,3,,,,,,,,7214,,1,RHMGSBT10J0038741,藍,,,,,T,M,EMD-6825,400,400,,,F,0,0,0,,,,,,F
EMD-7163,,,24,,16266711575330192,2018-04-01,2018-05-03,1,6708,1,20210719130557,admin,3,,,,,,,,6708,,1,RHMGSBT10J0044156,黑,,,,,T,M,EMD-7163,400,400,,,F,0,0,0,,,,,,F
EMD-8118,,,16,,16266880209310959,2021-07-19,2021-07-19,0,32,1,20210719174708,admin,3,,,,,office_prod/16266880209310959-officeImg-8188688530384c8fd8e.png,,,32,,1,RHMGSBT10J0045410,紅色,,,,,T,M,EMD-8118,400,400,,,F,0,0,0,,,,,,F
025-GTU,,,16,,16267499127890825,2021-07-20,2021-07-20,1,5,1,20210720105832,m7czo1516,3,,,,,,,,5,,1,173469271364982,,,,,,T,M,025-GTU,400,400,,,F,0,0,0,,,,,,F
EMJ-7216,,,17,,16268615746670481,2021-07-21,2021-07-21,0,0,1,20210721180211,admin,8,,,,,office_prod/16268615746670481-officeImg-a399d244953f0d7ff87.jpg,,,0,,1,RFVGA0CAAL1000308,,,,,,T,M,EMJ-7216,400,400,,,F,0,0,0,,,,,,F
EMD-7165,,,19,,16268616700860391,2021-07-21,2021-07-21,0,0,1,20210721180228,admin,8,,,,,office_prod/16268616700860391-officeImg-8188688530384c8fd8e.png,,,0,,1,RHMGSBT10J0044545,紅色,,,,,T,M,EMD-7165,400,400,,,F,0,0,0,,,,,,F
EMD-7170,,,25,,16268618322130124,2021-07-21,2021-07-21,0,0,1,20210721180402,admin,3,,,,,office_prod/16268618322130124-officeImg-8188688530384c8fd8e.png,,,0,,1,RHMGSBT10J0044540,紅色,,,,,T,M,EMD-7170,400,400,,,F,0,0,0,,,,,,F
EMD-6823,,,19,,16268619672610498,2021-07-21,2021-07-21,0,0,1,20210721180613,admin,3,,,,,office_prod/16268619672610498-officeImg-0dff604e146e9e5ad49.png,,,0,,1,RHMGSBT10J0038740,藍色,,,,,T,M,EMD-6823,400,400,,,F,0,0,0,,,,,,F
GP-2222,,,32,,16322843763400386,2021-09-22,2021-09-22,0,0,1,20210922121936,admin,5,,,,,,,,0,,0,GP-2222,紅,20210922,,,,T,M,GP-2222,400,400,,,F,0,0,0,,,,,,F
EMV-6091,,,34,,16329755150460116,2021-09-30,2021-09-30,0,2,1,20210930141734,admin,1,,,,,office_prod/16329755150460116-officeImg-ee26908bf9629eeb4b3.jpg,,,2,,1,EMV-6091,灰色,20210930,,,,T,M,EMV-6091,400,400,,,F,0,0,0,,,,,,F
MZ-001,,,35,,16341759852520078,,,0,0,1,20211014094625,admin,1,,,,,,,,0,,1,MZ-001,,,,,,F,M,MZ-001,400,400,,,F,0,0,0,,,,,,F
ML01,,,36,,16616524033350596,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML01,,20220828,,,,T,M,ML01,400,400,,,F,0,0,0,,,,,,F
ML02,,,36,,16616524033350597,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML02,,20220828,,,,T,M,ML02,400,400,,,F,0,0,0,,,,,,F
ML03,,,36,,16616524033350598,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML03,,20220828,,,,T,M,ML03,400,400,,,F,0,0,0,,,,,,F
ML04,,,36,,16616524033350599,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML04,,20220828,,,,T,M,ML04,400,400,,,F,0,0,0,,,,,,F
ML05,,,36,,16616524033350600,2022-08-28,2022-08-28,0,3242,1,20220828100643,admin,1,,,,,,,,3242,16616539514200186,0,ML05,,20220828,,,,T,M,ML05,400,400,,,F,0,0,0,,,,,,F
ML06,,,36,,16616524033350601,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML07,,,36,,16616524033350602,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML08,,,36,,16616524033350603,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML09,,,36,,16616524033350604,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML10,,,36,,16616524033350605,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML11,,,36,,16616524033350606,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML12,,,36,,16616524033350607,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML13,,,36,,16616524033350608,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML14,,,36,,166165240333506089,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML15,,,36,,166165240333506090,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML16,,,36,,166165240333506091,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML17,,,36,,166165240333506092,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML18,,,36,,166165240333506093,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML19,,,36,,166165240333506094,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML20,,,36,,166165240333506095,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML21,,,36,,166165240333506096,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML22,,,36,,166165240333506097,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
ML23,,,36,,166165240333506098,2022-08-28,2022-08-28,0,1,1,20220828100643,admin,1,,,,,,,,1,,0,ML06,,20220828,,,,T,M,ML06,400,400,,,F,0,0,0,,,,,,F
EMD-0000,,,38,,16661511173580070,2022-10-19,2022-10-19,0,80,1,20221019114655,ZOCHA,3,,,,,office_prod/16661511173580070-officeImg-b95dd12f2b14c3e4ae5.jpg,,,80,,0,EMD-0000,無,20221019,,,,T,M,EMD-0000,,0,,,F,0,0,0,,,,,,F
EMD-8108,,,3,,16675671505460847,2022-11-04,2022-11-04,0,0,1,20221104210646,admin,3,,,,,office_prod/16675671505460847-officeImg-ea1784fadaa9b3ca831.jpg,,,0,,0,EMD-8108,藍,20221104,,,,T,M,EMD-8108,,0,,,F,0,0,0,,,,,,F
EQT-0750,,,37,,16728103302950239,2023-01-04,2023-01-04,0,123,0,20240929174101,zochakh,14,,,,,office_prod/16728103302950239-officeImg-8e03093ed998bac7299.jpg,,,123,,0,EQT-0750,白,20230104,,,,T,M,EQT-0750,,0,,,T,0,0,0,,,test,20240929174101,,F
EQT-0751,,,37,,16728205817190957,2023-01-04,2023-01-04,0,1815,3,20240828103735,admin,14,,,,,office_prod/16728205817190957-officeImg-f3f519f077678e4b972.jpg,,,1815,,0,EQT-0751,白,20230104,,,,T,M,EQT-0751,,0,,,F,0,0,0,,,維修,20240828103735,,F
EPS-7806,,,37,,16733477734280901,2023-01-10,2023-01-10,0,0,0,20230110185129,zochakh,14,,,,,office_prod/16733477734280901-officeImg-09bba5759079480dbf6.jpg,,,0,,0,EPS-7806,白,20230110,,,,F,M,EPS-7806,,0,,,T,0,0,0,,,,,,F
EPS-7797,,,42,,16757468089780478,2023-02-07,2023-02-07,0,0,1,20230218164514,admin,14,,,,,office_prod/16757468089780478-officeImg-6201427fdc3dfe9d0dd.jpg,,,0,,0,EPS-7797,白,20230207,,,,F,M,EPS-7797,,0,,20226188001,T,0,0,0,,,,,,F
AB60267,,,37,,16781575079380133,2023-03-07,2023-03-07,0,0,0,20230307105205,zochakh,15,,,,,office_prod/16781575079380133-officeImg-2c6a2301f651adbdcde.jpg,,,0,,0,AB60267,橘,20230307,,,,T,B,AB60267,,0,,,F,0,0,0,,,,,,F
EPU-5930,,,37,,16783297521130956,2023-03-09,2023-03-09,0,2125,1,20230309104232,zochakh,14,,,,,office_prod/16728103302950239-officeImg-8e03093ed998bac7299.jpg,,,2125,,0,EPU-5930,白,20230309,,,,T,M,EPU-5930,,0,,,F,0,0,0,,,,,,F
EPS-8867,,,14,,16783355271650887,2023-03-09,2023-03-09,1,0,1,20230309125454,admin,14,,,,,office_prod/16783355271650887-officeImg-0237903346ef3f8dbc6.jpg,,,0,,0,EPS-8867,白,20230309,,,,T,M,EPS-8867,,0,,20226188015,T,0,0,0,,,,,,F
EPV-0275,,,42,,16811030434320210,2023-04-10,2023-04-10,0,733,1,20230410130403,admin,14,,,,,,,,733,,0,EPV-0275,白,20230410,,,,T,M,EPV-0275,,0,,61882022290,T,0,0,0,,,,,,F
NVH-3779,,,1,,16836163627800754,2023-05-09,2023-05-09,10000,0,1,20230512164549,admin,16,,,,,office_prod/16836163627800754-officeImg-1a865bbcf245703d90d.jpg,,,0,,0,NVH-3779,,20230509,,,,F,M,NVH-3779,,0,1,31210018170,T,0,0,0,,,,,ECO,T
TEST VINO,,,35,,16850916357510092,2023-05-26,2023-05-26,0,9,1,20230526170128,admin,17,,,,,,,,9,,0,test vino,,20230526,,,,F,M,TEST VINO,,0,,,F,0,,0,,,,,,F
EMD-0001,,,43,,16926090850180749,2023-08-21,2023-08-21,0,201,1,20230825195326,admin,18,,,,,office_prod/16926090850180749-officeImg-9ee30f6f16137359665.jpg,,,201,,0,EMD-0001,白,20230821,,,,T,S,EMD-0001,0,0,,,F,0,0,0,,,,,,F
NPR-9325,,,43,,16929620571810675,2023-08-25,2023-08-25,0,3,1,20230825195341,admin,16,,,,,office_prod/16929620571810675-officeImg-498e712a533a895a8da.jpg,,,3,,0,NPR-9325,白,20230825,,,,T,M,NPR-9325,0,0,,,F,0,0,0,,,,,,F
ENZ-0555,,,52,,16929623333550107,,,0,70,1,20250709172406,admin,7,,,,,office_prod/16929623333550107-officeImg-b0bfaef9c6ba21b69b1.jpg,,,70,,0,ENZ-0535,白,20240102,,,,T,M,ENZ-0555,0,0,,,F,0,0,0,20231230,,,,,F
EWW-0001,,,47,,17117829096900119,2024-03-30,2024-03-30,0,2,1,20240330151509,ZOCHA1234,16,,,,,,,,2,,0,EWW-0001,,20240330,,,,T,M,EWW-0001,,0,,,F,0,0,0,,,,,,F
EWW-0002,,,47,,17117829278310016,2024-03-30,2024-03-30,0,50,1,20240330151527,ZOCHA1234,16,,,,,,,,50,,0,EWW-0002,,20240330,,,,T,M,EWW-0002,,0,,,F,0,0,0,,,,,,F
GHJ-1235,,,4,,17225037200330627,2024-08-01,2024-08-01,30000,12739,1,20241018113030,admin,16,,,,,office_prod/17225037200330627-officeImg-699b11b73b1fea9a595.jpg,,,12739,,0,GHJ-1235,黑,20240801,,,,T,M,GHJ-1235,,0,,91882023567,T,0,0,0,,zocha,okk,20241018113030,ECO,F
230929TEST,,,37,,17276032447110177,2024-09-29,2024-09-29,0,0,1,20240929174746,admin,2,,,,,,,,0,,0,230929test,灰,20240929,,,,F,M,230929TEST,0,0,,,F,0,0,0,,zocha,,20240929174746,,F
JAKE-1234,,,1,,17313850550840370,2024-11-12,2024-11-12,1000,0,1,20241218165541,admin,3,,,,,,,,0,17486747536420893,0,jake-1234,,20241112,,,,F,M,JAKE-1234,0,0,,,F,0,0,0,,,admin,20241218165541,,F
EMG-3231,,,1,,17326155847910172,,,100,0,1,20250206160326,admin,9,,,,,,,,0,17486677284910478,0,EMG-3231,,20241127,,,,F,M,EMG-3231,100,100,,110911654258940,T,0,0,0,,,okk,20241224154524,PURISM,F
RTS-4567,,,4,,17346971448990296,2024-12-20,2024-12-20,100,0,1,20241224165055,admin,3,,,,,,,,0,,0,RTS-4567,,20241220,,,,F,M,RTS-4567,0,0,1,13043082237,T,0,0,0,,,okk,20241224165055,ECO,T
AWS-1234,,,51,,17363211865090018,2025-01-08,2025-01-08,315,0,1,20250108152646,admin,3,,,,,,,,0,,0,AWS-1234,白,20250108,,,,T,M,AWS-1234,0,0,,,F,3000,180,0,20250108,investor," ",20250108152646,,F
R-S-001,,,51,,17391662336440028,2025-02-10,2025-02-01,0,0,1,20250210144432,zochatest,18,,,,,office_prod/17391662336440028-officeImg-c0e43407fb9db42216e.jpg,,,0,,0,R-S-001,,20250210,,,,F,B,R-S-001,0,0,,,F,0,0,0,,investor,TEST,20250210144432,,F
R-M-001,,,51,,17391666868450402,2025-02-10,2025-02-10,0,0,1,20250210135233,zochatest,18,,,prod/17391666868450402-3-8b460c9b802a20b6a5e.jpg,,office_prod/17391666868450402-officeImg-5dc57a2168c258c3d91.jpg,,,0,,0,R-M-001,,20250210,,,,F,B,R-M-001,0,0,,,F,0,0,0,,investor,TEST,20250210135143,,F
R-L-001,,,51,,17391669657650864,2025-02-10,2025-02-10,0,0,1,20250210135747,zochatest,18,,,,,office_prod/17391669657650864-officeImg-bd0db70227f4e7b2bc3.jpg,,,0,,0,R-L-001,,20250210,,,,F,B,R-L-001,0,0,,,F,0,0,0,,investor,TEST,20250210135619,,F
M-S-001,,,51,,17391670938360548,2025-02-10,2025-02-10,0,0,1,20250210135852,zochatest,18,,,,,office_prod/17391670938360548-officeImg-4073ccab88ed34a66df.jpg,,,0,,0,M-S-001,,20250210,,,,F,B,M-S-001,0,0,,,F,0,0,0,,investor,TEST,20250210135828,,F
E-S-001,,,51,,17391671720850156,2025-02-10,2025-02-10,0,0,1,20250210140011,zochatest,18,,,,,office_prod/17391671720850156-officeImg-b115911a5f38338a33c.jpg,,,0,,0,E-S-001,,20250210,,,,F,B,E-S-001,0,0,,,F,0,0,0,,investor,TEST,20250210135945,,F
EBC-1253,,,4,,17447946072830615,2025-04-16,2025-04-16,100,1,0,20250416171007,admin,3,,,,,,,,1,,0,EBC-1253,,20250416,,,,F,M,EBC-1253,0,0,,,F,0,0,0,,zocha,,,,F
EMW-2055,,,1,,17499040468500506,2025-06-14,2025-06-14,1,1000,0,20250614202726,admin,3,,,,,,,,1000,,0,EMW-2055,,20250614,,,,T,M,EMW-2055,0,0,,220618351614004,F,0,0,0,,,,,PURISM,F
EMH-2707,,,1,,17502283021290888,2025-06-18,2025-06-18,1,100,0,20250618143142,admin,1,,,,,,,,100,,0,EMH-2707,,20250618,,,,F,M,EMH-2707,0,0,,211964792064304,F,0,0,0,,,,,PURISM,F
